,date,region,sale
7308,2020-02-27,north,1698.0
7448,2020-03-03,north,1632.0
1148,2019-07-22,north,1611.0
11788,2020-08-05,north,1749.0
1092,2019-07-20,north,1638.0
7588,2020-03-08,north,1701.0
7700,2020-03-12,north,1635.0
7280,2020-02-26,north,1545.0
7252,2020-02-25,north,1656.0
7728,2020-03-13,north,1554.0
11900,2020-08-09,north,1617.0
1008,2019-07-17,north,1548.0
11816,2020-08-06,north,1770.0
1036,2019-07-18,north,1509.0
7224,2020-02-24,north,1593.0
13412,2020-10-02,north,1689.0
2604,2019-09-12,north,1797.0
6748,2020-02-07,north,1782.0
7084,2020-02-19,north,1551.0
6020,2020-01-12,north,1620.0
1540,2019-08-05,north,1506.0
6048,2020-01-13,north,1644.0
6076,2020-01-14,north,1566.0
12180,2020-08-19,north,1662.0
6104,2020-01-15,north,1737.0
6132,2020-01-16,north,1749.0
1512,2019-08-04,north,1578.0
13328,2020-09-29,north,1674.0
6160,2020-01-17,north,1521.0
6188,2020-01-18,north,1650.0
12152,2020-08-18,north,1761.0
6216,2020-01-19,north,1608.0
1484,2019-08-03,north,1752.0
6244,2020-01-20,north,1665.0
6272,2020-01-21,north,1647.0
6300,2020-01-22,north,1503.0
5992,2020-01-11,north,1617.0
12208,2020-08-20,north,1686.0
5964,2020-01-10,north,1692.0
1568,2019-08-06,north,1521.0
12292,2020-08-23,north,1716.0
5656,2019-12-30,north,1542.0
5684,2019-12-31,north,1581.0
1652,2019-08-09,north,1758.0
5712,2020-01-01,north,1506.0
5740,2020-01-02,north,1767.0
12264,2020-08-22,north,1563.0
5768,2020-01-03,north,1659.0
1456,2019-08-02,north,1647.0
1624,2019-08-08,north,1749.0
13300,2020-09-28,north,1671.0
5824,2020-01-05,north,1716.0
5852,2020-01-06,north,1689.0
1596,2019-08-07,north,1584.0
12236,2020-08-21,north,1557.0
5880,2020-01-07,north,1560.0
5908,2020-01-08,north,1713.0
5936,2020-01-09,north,1509.0
5796,2020-01-04,north,1560.0
12124,2020-08-17,north,1554.0
6328,2020-01-23,north,1626.0
6356,2020-01-24,north,1629.0
12012,2020-08-13,north,1500.0
6776,2020-02-08,north,1584.0
6804,2020-02-09,north,1743.0
6832,2020-02-10,north,1599.0
1288,2019-07-27,north,1737.0
13384,2020-10-01,north,1614.0
6860,2020-02-11,north,1791.0
6888,2020-02-12,north,1758.0
1316,2019-07-28,north,1509.0
11984,2020-08-12,north,1737.0
1260,2019-07-26,north,1605.0
6944,2020-02-14,north,1746.0
6972,2020-02-15,north,1704.0
7000,2020-02-16,north,1665.0
1232,2019-07-25,north,1701.0
11956,2020-08-11,north,1632.0
7028,2020-02-17,north,1677.0
7056,2020-02-18,north,1668.0
6916,2020-02-13,north,1548.0
1204,2019-07-24,north,1569.0
6720,2020-02-06,north,1512.0
1344,2019-07-29,north,1644.0
6384,2020-01-25,north,1575.0
1428,2019-08-01,north,1596.0
6412,2020-01-26,north,1710.0
12096,2020-08-16,north,1749.0
6440,2020-01-27,north,1569.0
6468,2020-01-28,north,1689.0
1400,2019-07-31,north,1734.0
6496,2020-01-29,north,1593.0
6692,2020-02-05,north,1716.0
13356,2020-09-30,north,1614.0
12068,2020-08-15,north,1740.0
6552,2020-01-31,north,1635.0
6580,2020-02-01,north,1602.0
1372,2019-07-30,north,1764.0
6608,2020-02-02,north,1707.0
6636,2020-02-03,north,1548.0
12040,2020-08-14,north,1542.0
6664,2020-02-04,north,1563.0
6524,2020-01-30,north,1620.0
7868,2020-03-18,north,1566.0
13496,2020-10-05,north,1773.0
952,2019-07-15,north,1551.0
336,2019-06-23,north,1587.0
9884,2020-05-29,north,1722.0
9912,2020-05-30,north,1599.0
11228,2020-07-16,north,1515.0
9940,2020-05-31,north,1566.0
9968,2020-06-01,north,1752.0
308,2019-06-22,north,1578.0
9996,2020-06-02,north,1677.0
9856,2020-05-28,north,1581.0
10024,2020-06-03,north,1782.0
10052,2020-06-04,north,1644.0
280,2019-06-21,north,1725.0
10080,2020-06-05,north,1587.0
13636,2020-10-10,north,1593.0
10108,2020-06-06,north,1683.0
10136,2020-06-07,north,1620.0
252,2019-06-20,north,1566.0
11172,2020-07-14,north,1557.0
11200,2020-07-15,north,1542.0
9828,2020-05-27,north,1563.0
11256,2020-07-17,north,1794.0
9800,2020-05-26,north,1545.0
11340,2020-07-20,north,1797.0
9492,2020-05-15,north,1533.0
9520,2020-05-16,north,1767.0
448,2019-06-27,north,1671.0
9548,2020-05-17,north,1566.0
9576,2020-05-18,north,1638.0
11312,2020-07-19,north,1614.0
9604,2020-05-19,north,1641.0
420,2019-06-26,north,1677.0
9632,2020-05-20,north,1575.0
9660,2020-05-21,north,1587.0
9688,2020-05-22,north,1542.0
392,2019-06-25,north,1611.0
11284,2020-07-18,north,1623.0
9716,2020-05-23,north,1620.0
13608,2020-10-09,north,1536.0
9744,2020-05-24,north,1773.0
9772,2020-05-25,north,1536.0
364,2019-06-24,north,1704.0
10164,2020-06-08,north,1527.0
10192,2020-06-09,north,1503.0
10220,2020-06-10,north,1761.0
224,2019-06-19,north,1614.0
10640,2020-06-25,north,1503.0
10668,2020-06-26,north,1707.0
84,2019-06-14,north,1557.0
10696,2020-06-27,north,1644.0
11032,2020-07-09,north,1788.0
10724,2020-06-28,north,1608.0
10752,2020-06-29,north,1722.0
56,2019-06-13,north,1587.0
10780,2020-06-30,north,1794.0
13692,2020-10-12,north,1677.0
10808,2020-07-01,north,1632.0
11004,2020-07-08,north,1563.0
10836,2020-07-02,north,1734.0
10864,2020-07-03,north,1695.0
28,2019-06-12,north,1728.0
10892,2020-07-04,north,1737.0
10920,2020-07-05,north,1788.0
10976,2020-07-07,north,1500.0
10948,2020-07-06,north,1548.0
10612,2020-06-24,north,1617.0
9464,2020-05-14,north,1656.0
11060,2020-07-10,north,1587.0
10584,2020-06-23,north,1767.0
10248,2020-06-11,north,1590.0
11144,2020-07-13,north,1680.0
10276,2020-06-12,north,1512.0
10304,2020-06-13,north,1581.0
196,2019-06-18,north,1767.0
10332,2020-06-14,north,1734.0
10360,2020-06-15,north,1542.0
11116,2020-07-12,north,1746.0
10388,2020-06-16,north,1668.0
10416,2020-06-17,north,1554.0
168,2019-06-17,north,1587.0
13664,2020-10-11,north,1569.0
10444,2020-06-18,north,1611.0
10472,2020-06-19,north,1800.0
11088,2020-07-11,north,1500.0
10500,2020-06-20,north,1647.0
140,2019-06-16,north,1662.0
10528,2020-06-21,north,1755.0
10556,2020-06-22,north,1761.0
112,2019-06-15,north,1602.0
7896,2020-03-19,north,1581.0
9436,2020-05-13,north,1767.0
9408,2020-05-12,north,1500.0
8316,2020-04-03,north,1767.0
8344,2020-04-04,north,1731.0
812,2019-07-10,north,1755.0
11620,2020-07-30,north,1722.0
8372,2020-04-05,north,1797.0
8400,2020-04-06,north,1752.0
8428,2020-04-07,north,1752.0
784,2019-07-09,north,1605.0
8288,2020-04-02,north,1779.0
8456,2020-04-08,north,1611.0
8484,2020-04-09,north,1650.0
8512,2020-04-10,north,1794.0
756,2019-07-08,north,1614.0
8540,2020-04-11,north,1659.0
8568,2020-04-12,north,1722.0
11564,2020-07-28,north,1800.0
8596,2020-04-13,north,1548.0
8624,2020-04-14,north,1521.0
11592,2020-07-29,north,1533.0
840,2019-07-11,north,1800.0
8260,2020-04-01,north,1557.0
11648,2020-07-31,north,1527.0
11732,2020-08-03,north,1665.0
7924,2020-03-20,north,1665.0
13468,2020-10-04,north,1524.0
7952,2020-03-21,north,1575.0
7980,2020-03-22,north,1644.0
924,2019-07-14,north,1782.0
8008,2020-03-23,north,1767.0
11704,2020-08-02,north,1656.0
8036,2020-03-24,north,1548.0
8064,2020-03-25,north,1779.0
896,2019-07-13,north,1791.0
8092,2020-03-26,north,1785.0
8120,2020-03-27,north,1713.0
11676,2020-08-01,north,1788.0
8148,2020-03-28,north,1569.0
8176,2020-03-29,north,1782.0
868,2019-07-12,north,1779.0
8204,2020-03-30,north,1515.0
8232,2020-03-31,north,1794.0
728,2019-07-07,north,1587.0
13524,2020-10-06,north,1788.0
8652,2020-04-15,north,1800.0
8680,2020-04-16,north,1704.0
588,2019-07-02,north,1656.0
9100,2020-05-01,north,1755.0
9128,2020-05-02,north,1587.0
11424,2020-07-23,north,1692.0
9156,2020-05-03,north,1680.0
560,2019-07-01,north,1644.0
9184,2020-05-04,north,1569.0
9212,2020-05-05,north,1587.0
9240,2020-05-06,north,1521.0
532,2019-06-30,north,1785.0
11396,2020-07-22,north,1668.0
9268,2020-05-07,north,1557.0
9296,2020-05-08,north,1680.0
9324,2020-05-09,north,1674.0
504,2019-06-29,north,1533.0
9352,2020-05-10,north,1623.0
13580,2020-10-08,north,1794.0
11368,2020-07-21,north,1572.0
9380,2020-05-11,north,1674.0
9072,2020-04-30,north,1779.0
476,2019-06-28,north,1671.0
9044,2020-04-29,north,1680.0
9016,2020-04-28,north,1788.0
11536,2020-07-27,north,1602.0
8708,2020-04-17,north,1734.0
700,2019-07-06,north,1791.0
8736,2020-04-18,north,1623.0
8764,2020-04-19,north,1761.0
8792,2020-04-20,north,1665.0
672,2019-07-05,north,1518.0
11508,2020-07-26,north,1569.0
8820,2020-04-21,north,1755.0
8848,2020-04-22,north,1614.0
8876,2020-04-23,north,1764.0
644,2019-07-04,north,1782.0
8904,2020-04-24,north,1716.0
11480,2020-07-25,north,1794.0
8932,2020-04-25,north,1638.0
8960,2020-04-26,north,1512.0
616,2019-07-03,north,1770.0
8988,2020-04-27,north,1530.0
13552,2020-10-07,north,1554.0
11452,2020-07-24,north,1530.0
5628,2019-12-29,north,1800.0
0,2019-06-11,north,1635.0
4032,2019-11-02,north,1791.0
3724,2019-10-22,north,1515.0
13188,2020-09-24,north,1527.0
3136,2019-10-01,north,1707.0
5040,2019-12-08,north,1770.0
4368,2019-11-14,north,1740.0
1848,2019-08-16,north,1734.0
2436,2019-09-06,north,1503.0
5012,2019-12-07,north,1671.0
3164,2019-10-02,north,1653.0
3696,2019-10-21,north,1653.0
13244,2020-09-26,north,1536.0
4396,2019-11-15,north,1641.0
12460,2020-08-29,north,1698.0
2268,2019-08-31,north,1683.0
12908,2020-09-14,north,1647.0
3192,2019-10-03,north,1797.0
4956,2019-12-05,north,1755.0
3220,2019-10-04,north,1512.0
2044,2019-08-23,north,1614.0
1876,2019-08-17,north,1710.0
12600,2020-09-03,north,1575.0
4928,2019-12-04,north,1773.0
4984,2019-12-06,north,1680.0
4424,2019-11-16,north,1503.0
3108,2019-09-30,north,1638.0
12768,2020-09-09,north,1578.0
2492,2019-09-08,north,1743.0
2996,2019-09-26,north,1719.0
2240,2019-08-30,north,1755.0
5180,2019-12-13,north,1800.0
4284,2019-11-11,north,1584.0
3024,2019-09-27,north,1731.0
5152,2019-12-12,north,1623.0
3780,2019-10-24,north,1617.0
12628,2020-09-04,north,1533.0
1820,2019-08-15,north,1761.0
5068,2019-12-09,north,1584.0
4312,2019-11-12,north,1701.0
5124,2019-12-11,north,1635.0
3500,2019-10-14,north,1524.0
2464,2019-09-07,north,1683.0
12936,2020-09-15,north,1542.0
5096,2019-12-10,north,1506.0
2072,2019-08-24,north,1548.0
3080,2019-09-29,north,1512.0
3752,2019-10-23,north,1758.0
12432,2020-08-28,north,1788.0
4340,2019-11-13,north,1599.0
3052,2019-09-28,north,1548.0
2408,2019-09-05,north,1629.0
3248,2019-10-05,north,1614.0
3668,2019-10-20,north,1701.0
12572,2020-09-02,north,1737.0
4536,2019-11-20,north,1533.0
4732,2019-11-27,north,1551.0
3584,2019-10-17,north,1527.0
12852,2020-09-12,north,1602.0
3416,2019-10-11,north,1539.0
4704,2019-11-26,north,1599.0
13216,2020-09-25,north,1533.0
2352,2019-09-03,north,1716.0
1960,2019-08-20,north,1671.0
3388,2019-10-10,north,1701.0
4564,2019-11-21,north,1734.0
3444,2019-10-12,north,1590.0
4676,2019-11-25,north,1749.0
3472,2019-10-13,north,1545.0
1988,2019-08-21,north,1605.0
4648,2019-11-24,north,1623.0
4592,2019-11-22,north,1767.0
12544,2020-09-01,north,1797.0
3528,2019-10-15,north,1782.0
12824,2020-09-11,north,1764.0
4620,2019-11-23,north,1665.0
3556,2019-10-16,north,1542.0
12516,2020-08-31,north,1797.0
4760,2019-11-28,north,1725.0
4508,2019-11-19,north,1791.0
4900,2019-12-03,north,1791.0
13104,2020-09-21,north,1776.0
4872,2019-12-02,north,1608.0
3276,2019-10-06,north,1587.0
12488,2020-08-30,north,1800.0
1904,2019-08-18,north,1785.0
4452,2019-11-17,north,1734.0
3640,2019-10-19,north,1647.0
12880,2020-09-13,north,1503.0
12796,2020-09-10,north,1662.0
4844,2019-12-01,north,1704.0
3304,2019-10-07,north,1668.0
13132,2020-09-22,north,1776.0
3332,2019-10-08,north,1599.0
4816,2019-11-30,north,1797.0
4480,2019-11-18,north,1566.0
3612,2019-10-18,north,1518.0
2016,2019-08-22,north,1500.0
4788,2019-11-29,north,1641.0
2380,2019-09-04,north,1692.0
2296,2019-09-01,north,1785.0
3360,2019-10-09,north,1680.0
1932,2019-08-19,north,1791.0
3808,2019-10-25,north,1638.0
12404,2020-08-27,north,1761.0
2324,2019-09-02,north,1701.0
5208,2019-12-14,north,1716.0
2828,2019-09-20,north,1515.0
1736,2019-08-12,north,1569.0
2576,2019-09-11,north,1533.0
12684,2020-09-06,north,1638.0
2688,2019-09-15,north,1746.0
4172,2019-11-07,north,1656.0
5376,2019-12-20,north,1788.0
5516,2019-12-25,north,1752.0
3892,2019-10-28,north,1503.0
2856,2019-09-21,north,1605.0
5348,2019-12-19,north,1665.0
12320,2020-08-24,north,1785.0
5544,2019-12-26,north,1539.0
3976,2019-10-31,north,1800.0
2744,2019-09-17,north,1656.0
2212,2019-08-29,north,1572.0
12992,2020-09-17,north,1611.0
2884,2019-09-22,north,1632.0
4088,2019-11-04,north,1674.0
5404,2019-12-21,north,1605.0
13020,2020-09-18,north,1764.0
3948,2019-10-30,north,1731.0
2772,2019-09-18,north,1797.0
5460,2019-12-23,north,1671.0
5488,2019-12-24,north,1620.0
2128,2019-08-26,north,1515.0
4144,2019-11-06,north,1785.0
3920,2019-10-29,north,1542.0
2184,2019-08-28,north,1566.0
2716,2019-09-16,north,1668.0
2548,2019-09-10,north,1617.0
12348,2020-08-25,north,1545.0
13272,2020-09-27,north,1737.0
12712,2020-09-07,north,1509.0
1708,2019-08-11,north,1659.0
2800,2019-09-19,north,1800.0
5432,2019-12-22,north,1671.0
4200,2019-11-08,north,1797.0
12656,2020-09-05,north,1620.0
4116,2019-11-05,north,1500.0
2940,2019-09-24,north,1767.0
5264,2019-12-16,north,1662.0
2100,2019-08-25,north,1644.0
2632,2019-09-13,north,1626.0
5320,2019-12-18,north,1533.0
4004,2019-11-01,north,1644.0
12964,2020-09-16,north,1590.0
1680,2019-08-10,north,1596.0
5236,2019-12-15,north,1725.0
4228,2019-11-09,north,1665.0
2912,2019-09-23,north,1641.0
2156,2019-08-27,north,1644.0
13076,2020-09-20,north,1623.0
5292,2019-12-17,north,1518.0
3836,2019-10-26,north,1671.0
2520,2019-09-09,north,1674.0
2660,2019-09-14,north,1728.0
13048,2020-09-19,north,1692.0
2968,2019-09-25,north,1794.0
4060,2019-11-03,north,1542.0
5600,2019-12-28,north,1779.0
13160,2020-09-23,north,1506.0
12376,2020-08-26,north,1533.0
4256,2019-11-10,north,1515.0
5572,2019-12-27,north,1716.0
1764,2019-08-13,north,1701.0
12740,2020-09-08,north,1710.0
1792,2019-08-14,north,1713.0
3864,2019-10-27,north,1710.0
9185,2020-05-04,south,1608.0
9353,2020-05-10,south,1689.0
3949,2019-10-30,south,1644.0
8569,2020-04-12,south,1512.0
9213,2020-05-05,south,1674.0
2157,2019-08-27,south,1674.0
12797,2020-09-10,south,1767.0
8513,2020-04-10,south,1551.0
11369,2020-07-21,south,1767.0
9269,2020-05-07,south,1623.0
3557,2019-10-16,south,1608.0
757,2019-07-08,south,1704.0
3977,2019-10-31,south,1527.0
2297,2019-09-01,south,1707.0
8541,2020-04-11,south,1590.0
9241,2020-05-06,south,1683.0
8485,2020-04-09,south,1587.0
3585,2019-10-17,south,1737.0
11565,2020-07-28,south,1506.0
9297,2020-05-08,south,1587.0
505,2019-06-29,south,1650.0
9325,2020-05-09,south,1620.0
533,2019-06-30,south,1614.0
3529,2019-10-15,south,1587.0
4005,2019-11-01,south,1500.0
11397,2020-07-22,south,1728.0
13553,2020-10-07,south,1734.0
9157,2020-05-03,south,1566.0
8989,2020-04-27,south,1593.0
3865,2019-10-27,south,1668.0
8737,2020-04-18,south,1500.0
13525,2020-10-06,south,1503.0
3725,2019-10-22,south,1734.0
617,2019-07-03,south,1689.0
8961,2020-04-26,south,1593.0
8765,2020-04-19,south,1728.0
673,2019-07-05,south,1554.0
8933,2020-04-25,south,1638.0
11509,2020-07-26,south,1659.0
2241,2019-08-30,south,1527.0
2213,2019-08-29,south,1770.0
8905,2020-04-24,south,1692.0
8793,2020-04-20,south,1515.0
11481,2020-07-25,south,1647.0
3837,2019-10-26,south,1566.0
8877,2020-04-23,south,1524.0
3781,2019-10-24,south,1611.0
645,2019-07-04,south,1746.0
12741,2020-09-08,south,1536.0
8849,2020-04-22,south,1614.0
8821,2020-04-21,south,1521.0
12769,2020-09-09,south,1575.0
11453,2020-07-24,south,1530.0
8709,2020-04-17,south,1617.0
13133,2020-09-22,south,1629.0
8597,2020-04-13,south,1692.0
729,2019-07-07,south,1593.0
12713,2020-09-07,south,1749.0
561,2019-07-01,south,1659.0
8625,2020-04-14,south,1593.0
2185,2019-08-28,south,1659.0
9129,2020-05-02,south,1521.0
3641,2019-10-19,south,1737.0
11425,2020-07-23,south,1710.0
9101,2020-05-01,south,1752.0
3809,2019-10-25,south,1620.0
3613,2019-10-18,south,1746.0
3921,2019-10-29,south,1692.0
8653,2020-04-15,south,1788.0
11537,2020-07-27,south,1620.0
9073,2020-04-30,south,1569.0
3893,2019-10-28,south,1689.0
2269,2019-08-31,south,1698.0
589,2019-07-02,south,1566.0
9045,2020-04-29,south,1674.0
8681,2020-04-16,south,1659.0
701,2019-07-06,south,1578.0
3697,2019-10-21,south,1686.0
9017,2020-04-28,south,1749.0
3669,2019-10-20,south,1524.0
3753,2019-10-23,south,1644.0
5629,2019-12-29,south,1773.0
9381,2020-05-11,south,1554.0
169,2019-06-17,south,1512.0
12965,2020-09-16,south,1734.0
10417,2020-06-17,south,1659.0
2913,2019-09-23,south,1779.0
10445,2020-06-18,south,1734.0
11089,2020-07-11,south,1689.0
10389,2020-06-16,south,1620.0
2885,2019-09-22,south,1734.0
141,2019-06-16,south,1563.0
10501,2020-06-20,south,1641.0
2521,2019-09-09,south,1797.0
2857,2019-09-21,south,1716.0
10529,2020-06-21,south,1620.0
13665,2020-10-11,south,1773.0
10473,2020-06-19,south,1536.0
2941,2019-09-24,south,1755.0
2493,2019-09-08,south,1551.0
10361,2020-06-15,south,1758.0
12937,2020-09-15,south,1782.0
225,2019-06-19,south,1572.0
2465,2019-09-07,south,1530.0
10221,2020-06-10,south,1512.0
3025,2019-09-27,south,1590.0
11145,2020-07-13,south,1764.0
10249,2020-06-11,south,1611.0
13077,2020-09-20,south,1521.0
2997,2019-09-26,south,1509.0
10277,2020-06-12,south,1776.0
10305,2020-06-13,south,1689.0
197,2019-06-18,south,1614.0
2969,2019-09-25,south,1626.0
10333,2020-06-14,south,1788.0
11117,2020-07-12,south,1572.0
10557,2020-06-22,south,1542.0
10193,2020-06-09,south,1569.0
113,2019-06-15,south,1794.0
2829,2019-09-20,south,1527.0
10809,2020-07-01,south,1578.0
2689,2019-09-15,south,1524.0
2577,2019-09-11,south,1677.0
10837,2020-07-02,south,1734.0
29,2019-06-12,south,1515.0
2661,2019-09-14,south,1653.0
11005,2020-07-08,south,1722.0
10865,2020-07-03,south,1701.0
10893,2020-07-04,south,1656.0
13049,2020-09-19,south,1743.0
10977,2020-07-07,south,1791.0
2633,2019-09-13,south,1512.0
10921,2020-07-05,south,1746.0
1,2019-06-11,south,1563.0
13693,2020-10-12,south,1605.0
13021,2020-09-18,south,1584.0
10781,2020-06-30,south,1572.0
2717,2019-09-16,south,1734.0
10585,2020-06-23,south,1581.0
12993,2020-09-17,south,1581.0
10613,2020-06-24,south,1518.0
2801,2019-09-19,south,1560.0
10641,2020-06-25,south,1794.0
85,2019-06-14,south,1680.0
2549,2019-09-10,south,1764.0
10669,2020-06-26,south,1578.0
2773,2019-09-18,south,1515.0
11033,2020-07-09,south,1713.0
10697,2020-06-27,south,1527.0
2745,2019-09-17,south,1530.0
10725,2020-06-28,south,1779.0
10753,2020-06-29,south,1662.0
57,2019-06-13,south,1719.0
11061,2020-07-10,south,1509.0
3501,2019-10-14,south,1578.0
13637,2020-10-10,south,1590.0
3053,2019-09-28,south,1599.0
421,2019-06-26,south,1800.0
12853,2020-09-12,south,1686.0
9605,2020-05-19,south,1713.0
3361,2019-10-09,south,1704.0
9633,2020-05-20,south,1791.0
13105,2020-09-21,south,1629.0
9577,2020-05-18,south,1596.0
9661,2020-05-21,south,1791.0
11285,2020-07-18,south,1707.0
3333,2019-10-08,south,1539.0
9689,2020-05-22,south,1686.0
8457,2020-04-08,south,1794.0
9717,2020-05-23,south,1536.0
3305,2019-10-07,south,1686.0
393,2019-06-25,south,1797.0
3389,2019-10-10,south,1560.0
11313,2020-07-19,south,1653.0
2353,2019-09-03,south,1569.0
12825,2020-09-11,south,1722.0
9409,2020-05-12,south,1791.0
477,2019-06-28,south,1770.0
2325,2019-09-02,south,1605.0
3473,2019-10-13,south,1533.0
9437,2020-05-13,south,1725.0
13581,2020-10-08,south,1674.0
11341,2020-07-20,south,1560.0
9465,2020-05-14,south,1713.0
3445,2019-10-12,south,1743.0
9493,2020-05-15,south,1644.0
449,2019-06-27,south,1635.0
9521,2020-05-16,south,1791.0
3417,2019-10-11,south,1542.0
9549,2020-05-17,south,1758.0
9745,2020-05-24,south,1785.0
10165,2020-06-08,south,1638.0
365,2019-06-24,south,1545.0
9773,2020-05-25,south,1704.0
12909,2020-09-14,south,1776.0
11201,2020-07-15,south,1740.0
10025,2020-06-03,south,1584.0
281,2019-06-21,south,1542.0
3137,2019-10-01,south,1554.0
10053,2020-06-04,south,1527.0
9997,2020-06-02,south,1794.0
2437,2019-09-06,south,1776.0
10081,2020-06-05,south,1632.0
3081,2019-09-29,south,1650.0
10109,2020-06-06,south,1689.0
253,2019-06-20,south,1632.0
11173,2020-07-14,south,1515.0
10137,2020-06-07,south,1650.0
3109,2019-09-30,south,1731.0
3165,2019-10-02,south,1770.0
9969,2020-06-01,south,1608.0
309,2019-06-22,south,1713.0
11257,2020-07-17,south,1677.0
12881,2020-09-13,south,1554.0
9801,2020-05-26,south,1530.0
13609,2020-10-09,south,1521.0
3249,2019-10-05,south,1527.0
9829,2020-05-27,south,1758.0
9857,2020-05-28,south,1569.0
337,2019-06-23,south,1770.0
2409,2019-09-05,south,1668.0
3221,2019-10-04,south,1635.0
9885,2020-05-29,south,1602.0
11229,2020-07-16,south,1731.0
9913,2020-05-30,south,1788.0
3193,2019-10-03,south,1551.0
9941,2020-05-31,south,1608.0
3277,2019-10-06,south,1701.0
2381,2019-09-04,south,1560.0
8289,2020-04-02,south,1773.0
4033,2019-11-02,south,1776.0
6665,2020-02-04,south,1755.0
1849,2019-08-16,south,1524.0
6693,2020-02-05,south,1506.0
5013,2019-12-07,south,1722.0
6721,2020-02-06,south,1572.0
1317,2019-07-28,south,1761.0
12013,2020-08-13,south,1500.0
4985,2019-12-06,south,1572.0
6749,2020-02-07,south,1701.0
6777,2020-02-08,south,1602.0
2605,2019-09-12,south,1545.0
4957,2019-12-05,south,1602.0
6805,2020-02-09,south,1788.0
1289,2019-07-27,south,1785.0
12461,2020-08-29,south,1659.0
5041,2019-12-08,south,1632.0
6833,2020-02-10,south,1689.0
1345,2019-07-29,south,1608.0
12041,2020-08-14,south,1791.0
6469,2020-01-28,south,1773.0
1401,2019-07-31,south,1791.0
5125,2019-12-11,south,1506.0
6497,2020-01-29,south,1506.0
12069,2020-08-15,south,1632.0
6525,2020-01-30,south,1542.0
1821,2019-08-15,south,1569.0
5097,2019-12-10,south,1503.0
6553,2020-01-31,south,1656.0
1373,2019-07-30,south,1512.0
6581,2020-02-01,south,1794.0
5069,2019-12-09,south,1713.0
13357,2020-09-30,south,1773.0
6609,2020-02-02,south,1665.0
12433,2020-08-28,south,1551.0
6637,2020-02-03,south,1647.0
13245,2020-09-26,south,1773.0
4929,2019-12-04,south,1623.0
1877,2019-08-17,south,1509.0
1205,2019-07-24,south,1656.0
4789,2019-11-29,south,1653.0
7085,2020-02-19,south,1650.0
11929,2020-08-10,south,1722.0
7113,2020-02-20,south,1593.0
4761,2019-11-28,south,1776.0
7141,2020-02-21,south,1755.0
7169,2020-02-22,south,1689.0
1177,2019-07-23,south,1734.0
1933,2019-08-19,south,1680.0
4733,2019-11-27,south,1701.0
7197,2020-02-23,south,1602.0
11901,2020-08-09,south,1752.0
12517,2020-08-31,south,1581.0
7225,2020-02-24,south,1734.0
13217,2020-09-25,south,1602.0
6861,2020-02-11,south,1638.0
7057,2020-02-18,south,1620.0
7029,2020-02-17,south,1590.0
11985,2020-08-12,south,1749.0
4901,2019-12-03,south,1761.0
6889,2020-02-12,south,1752.0
1261,2019-07-26,south,1770.0
6917,2020-02-13,south,1800.0
4873,2019-12-02,south,1713.0
6945,2020-02-14,south,1644.0
13385,2020-10-01,south,1599.0
6973,2020-02-15,south,1524.0
1233,2019-07-25,south,1713.0
11957,2020-08-11,south,1620.0
4845,2019-12-01,south,1626.0
7001,2020-02-16,south,1791.0
12489,2020-08-30,south,1554.0
1905,2019-08-18,south,1665.0
11593,2020-07-29,south,1686.0
4705,2019-11-26,south,1500.0
6441,2020-01-27,south,1506.0
12405,2020-08-27,south,1671.0
5489,2019-12-24,south,1716.0
5853,2020-01-06,south,1779.0
10949,2020-07-06,south,1572.0
1709,2019-08-11,south,1680.0
5881,2020-01-07,south,1581.0
13301,2020-09-28,south,1680.0
5461,2019-12-23,south,1662.0
5909,2020-01-08,south,1800.0
1569,2019-08-06,south,1713.0
5937,2020-01-09,south,1539.0
5433,2019-12-22,south,1629.0
12209,2020-08-20,south,1506.0
5965,2020-01-10,south,1584.0
5405,2019-12-21,south,1701.0
5993,2020-01-11,south,1665.0
12237,2020-08-21,south,1551.0
12349,2020-08-25,south,1755.0
1597,2019-08-07,south,1764.0
12321,2020-08-24,south,1647.0
5601,2019-12-28,south,1779.0
5657,2019-12-30,south,1728.0
1653,2019-08-09,south,1671.0
1681,2019-08-10,south,1626.0
5685,2019-12-31,south,1713.0
5573,2019-12-27,south,1665.0
5713,2020-01-01,south,1659.0
12265,2020-08-22,south,1683.0
5545,2019-12-26,south,1716.0
5741,2020-01-02,south,1542.0
1625,2019-08-08,south,1707.0
5769,2020-01-03,south,1539.0
13273,2020-09-27,south,1509.0
5517,2019-12-25,south,1725.0
5797,2020-01-04,south,1767.0
5825,2020-01-05,south,1536.0
5153,2019-12-12,south,1719.0
6021,2020-01-12,south,1791.0
5377,2019-12-20,south,1773.0
5265,2019-12-16,south,1791.0
6273,2020-01-21,south,1776.0
1457,2019-08-02,south,1524.0
12125,2020-08-17,south,1629.0
5237,2019-12-15,south,1743.0
6301,2020-01-22,south,1569.0
6329,2020-01-23,south,1518.0
5209,2019-12-14,south,1632.0
6357,2020-01-24,south,1704.0
1429,2019-08-01,south,1542.0
1793,2019-08-14,south,1611.0
6385,2020-01-25,south,1638.0
5181,2019-12-13,south,1800.0
12097,2020-08-16,south,1605.0
6413,2020-01-26,south,1584.0
13329,2020-09-29,south,1728.0
1541,2019-08-05,south,1527.0
6245,2020-01-20,south,1596.0
12377,2020-08-26,south,1752.0
