date,region
2021-04-17,north
2021-04-17,south
2021-04-17,east
2021-04-17,west
2021-04-18,north
2021-04-18,south
2021-04-18,east
2021-04-18,west
2021-04-19,north
2021-04-19,south
2021-04-19,east
2021-04-19,west
2021-04-20,north
2021-04-20,south
2021-04-20,east
2021-04-20,west
2021-04-21,north
2021-04-21,south
2021-04-21,east
2021-04-21,west
2021-04-22,north
2021-04-22,south
2021-04-22,east
2021-04-22,west
2021-04-23,north
2021-04-23,south
2021-04-23,east
2021-04-23,west
2021-04-24,north
2021-04-24,south
2021-04-24,east
2021-04-24,west
2021-04-25,north
2021-04-25,south
2021-04-25,east
2021-04-25,west
2021-04-26,north
2021-04-26,south
2021-04-26,east
2021-04-26,west
2021-04-27,north
2021-04-27,south
2021-04-27,east
2021-04-27,west
2021-04-28,north
2021-04-28,south
2021-04-28,east
2021-04-28,west
2021-04-29,north
2021-04-29,south
2021-04-29,east
2021-04-29,west
2021-04-30,north
2021-04-30,south
2021-04-30,east
2021-04-30,west
2021-05-01,north
2021-05-01,south
2021-05-01,east
2021-05-01,west
2021-05-02,north
2021-05-02,south
2021-05-02,east
2021-05-02,west
2021-05-03,north
2021-05-03,south
2021-05-03,east
2021-05-03,west
2021-05-04,north
2021-05-04,south
2021-05-04,east
2021-05-04,west
2021-05-05,north
2021-05-05,south
2021-05-05,east
2021-05-05,west
2021-05-06,north
2021-05-06,south
2021-05-06,east
2021-05-06,west
2021-05-07,north
2021-05-07,south
2021-05-07,east
2021-05-07,west
2021-05-08,north
2021-05-08,south
2021-05-08,east
2021-05-08,west
2021-05-09,north
2021-05-09,south
2021-05-09,east
2021-05-09,west
2021-05-10,north
2021-05-10,south
2021-05-10,east
2021-05-10,west
2021-05-11,north
2021-05-11,south
2021-05-11,east
2021-05-11,west
2021-05-12,north
2021-05-12,south
2021-05-12,east
2021-05-12,west
2021-05-13,north
2021-05-13,south
2021-05-13,east
2021-05-13,west
2021-05-14,north
2021-05-14,south
2021-05-14,east
2021-05-14,west
2021-05-15,north
2021-05-15,south
2021-05-15,east
2021-05-15,west
2021-05-16,north
2021-05-16,south
2021-05-16,east
2021-05-16,west
2021-05-17,north
2021-05-17,south
2021-05-17,east
2021-05-17,west
2021-05-18,north
2021-05-18,south
2021-05-18,east
2021-05-18,west
2021-05-19,north
2021-05-19,south
2021-05-19,east
2021-05-19,west
2021-05-20,north
2021-05-20,south
2021-05-20,east
2021-05-20,west
2021-05-21,north
2021-05-21,south
2021-05-21,east
2021-05-21,west
2021-05-22,north
2021-05-22,south
2021-05-22,east
2021-05-22,west
2021-05-23,north
2021-05-23,south
2021-05-23,east
2021-05-23,west
2021-05-24,north
2021-05-24,south
2021-05-24,east
2021-05-24,west
2021-05-25,north
2021-05-25,south
2021-05-25,east
2021-05-25,west
2021-05-26,north
2021-05-26,south
2021-05-26,east
2021-05-26,west
2021-05-27,north
2021-05-27,south
2021-05-27,east
2021-05-27,west
2021-05-28,north
2021-05-28,south
2021-05-28,east
2021-05-28,west
2021-05-29,north
2021-05-29,south
2021-05-29,east
2021-05-29,west
2021-05-30,north
2021-05-30,south
2021-05-30,east
2021-05-30,west
2021-05-31,north
2021-05-31,south
2021-05-31,east
2021-05-31,west
2021-06-01,north
2021-06-01,south
2021-06-01,east
2021-06-01,west
2021-06-02,north
2021-06-02,south
2021-06-02,east
2021-06-02,west
2021-06-03,north
2021-06-03,south
2021-06-03,east
2021-06-03,west
2021-06-04,north
2021-06-04,south
2021-06-04,east
2021-06-04,west
2021-06-05,north
2021-06-05,south
2021-06-05,east
2021-06-05,west
2021-06-06,north
2021-06-06,south
2021-06-06,east
2021-06-06,west
2021-06-07,north
2021-06-07,south
2021-06-07,east
2021-06-07,west
2021-06-08,north
2021-06-08,south
2021-06-08,east
2021-06-08,west
2021-06-09,north
2021-06-09,south
2021-06-09,east
2021-06-09,west
2021-06-10,north
2021-06-10,south
2021-06-10,east
2021-06-10,west
2021-06-11,north
2021-06-11,south
2021-06-11,east
2021-06-11,west
2021-06-12,north
2021-06-12,south
2021-06-12,east
2021-06-12,west
2021-06-13,north
2021-06-13,south
2021-06-13,east
2021-06-13,west
2021-06-14,north
2021-06-14,south
2021-06-14,east
2021-06-14,west
2021-06-15,north
2021-06-15,south
2021-06-15,east
2021-06-15,west
2021-06-16,north
2021-06-16,south
2021-06-16,east
2021-06-16,west
2021-06-17,north
2021-06-17,south
2021-06-17,east
2021-06-17,west
2021-06-18,north
2021-06-18,south
2021-06-18,east
2021-06-18,west
2021-06-19,north
2021-06-19,south
2021-06-19,east
2021-06-19,west
2021-06-20,north
2021-06-20,south
2021-06-20,east
2021-06-20,west
2021-06-21,north
2021-06-21,south
2021-06-21,east
2021-06-21,west
2021-06-22,north
2021-06-22,south
2021-06-22,east
2021-06-22,west
2021-06-23,north
2021-06-23,south
2021-06-23,east
2021-06-23,west
2021-06-24,north
2021-06-24,south
2021-06-24,east
2021-06-24,west
2021-06-25,north
2021-06-25,south
2021-06-25,east
2021-06-25,west
2021-06-26,north
2021-06-26,south
2021-06-26,east
2021-06-26,west
2021-06-27,north
2021-06-27,south
2021-06-27,east
2021-06-27,west
2021-06-28,north
2021-06-28,south
2021-06-28,east
2021-06-28,west
2021-06-29,north
2021-06-29,south
2021-06-29,east
2021-06-29,west
2021-06-30,north
2021-06-30,south
2021-06-30,east
2021-06-30,west
2021-07-01,north
2021-07-01,south
2021-07-01,east
2021-07-01,west
2021-07-02,north
2021-07-02,south
2021-07-02,east
2021-07-02,west
2021-07-03,north
2021-07-03,south
2021-07-03,east
2021-07-03,west
2021-07-04,north
2021-07-04,south
2021-07-04,east
2021-07-04,west
2021-07-05,north
2021-07-05,south
2021-07-05,east
2021-07-05,west
2021-07-06,north
2021-07-06,south
2021-07-06,east
2021-07-06,west
2021-07-07,north
2021-07-07,south
2021-07-07,east
2021-07-07,west
2021-07-08,north
2021-07-08,south
2021-07-08,east
2021-07-08,west
2021-07-09,north
2021-07-09,south
2021-07-09,east
2021-07-09,west
2021-07-10,north
2021-07-10,south
2021-07-10,east
2021-07-10,west
2021-07-11,north
2021-07-11,south
2021-07-11,east
2021-07-11,west
2021-07-12,north
2021-07-12,south
2021-07-12,east
2021-07-12,west
2021-07-13,north
2021-07-13,south
2021-07-13,east
2021-07-13,west
2021-07-14,north
2021-07-14,south
2021-07-14,east
2021-07-14,west
2021-07-15,north
2021-07-15,south
2021-07-15,east
2021-07-15,west
2021-07-16,north
2021-07-16,south
2021-07-16,east
2021-07-16,west
2021-07-17,north
2021-07-17,south
2021-07-17,east
2021-07-17,west
2021-07-18,north
2021-07-18,south
2021-07-18,east
2021-07-18,west
2021-07-19,north
2021-07-19,south
2021-07-19,east
2021-07-19,west
2021-07-20,north
2021-07-20,south
2021-07-20,east
2021-07-20,west
2021-07-21,north
2021-07-21,south
2021-07-21,east
2021-07-21,west
2021-07-22,north
2021-07-22,south
2021-07-22,east
2021-07-22,west
2021-07-23,north
2021-07-23,south
2021-07-23,east
2021-07-23,west
2021-07-24,north
2021-07-24,south
2021-07-24,east
2021-07-24,west
2021-07-25,north
2021-07-25,south
2021-07-25,east
2021-07-25,west
2021-07-26,north
2021-07-26,south
2021-07-26,east
2021-07-26,west
2021-07-27,north
2021-07-27,south
2021-07-27,east
2021-07-27,west
2021-07-28,north
2021-07-28,south
2021-07-28,east
2021-07-28,west
2021-07-29,north
2021-07-29,south
2021-07-29,east
2021-07-29,west
2021-07-30,north
2021-07-30,south
2021-07-30,east
2021-07-30,west
2021-07-31,north
2021-07-31,south
2021-07-31,east
2021-07-31,west
2021-08-01,north
2021-08-01,south
2021-08-01,east
2021-08-01,west
2021-08-02,north
2021-08-02,south
2021-08-02,east
2021-08-02,west
2021-08-03,north
2021-08-03,south
2021-08-03,east
2021-08-03,west
2021-08-04,north
2021-08-04,south
2021-08-04,east
2021-08-04,west
2021-08-05,north
2021-08-05,south
2021-08-05,east
2021-08-05,west
2021-08-06,north
2021-08-06,south
2021-08-06,east
2021-08-06,west
2021-08-07,north
2021-08-07,south
2021-08-07,east
2021-08-07,west
2021-08-08,north
2021-08-08,south
2021-08-08,east
2021-08-08,west
2021-08-09,north
2021-08-09,south
2021-08-09,east
2021-08-09,west
2021-08-10,north
2021-08-10,south
2021-08-10,east
2021-08-10,west
2021-08-11,north
2021-08-11,south
2021-08-11,east
2021-08-11,west
2021-08-12,north
2021-08-12,south
2021-08-12,east
2021-08-12,west
2021-08-13,north
2021-08-13,south
2021-08-13,east
2021-08-13,west
2021-08-14,north
2021-08-14,south
2021-08-14,east
2021-08-14,west
2021-08-15,north
2021-08-15,south
2021-08-15,east
2021-08-15,west
2021-08-16,north
2021-08-16,south
2021-08-16,east
2021-08-16,west
2021-08-17,north
2021-08-17,south
2021-08-17,east
2021-08-17,west
2021-08-18,north
2021-08-18,south
2021-08-18,east
2021-08-18,west
2021-08-19,north
2021-08-19,south
2021-08-19,east
2021-08-19,west
2021-08-20,north
2021-08-20,south
2021-08-20,east
2021-08-20,west
2021-08-21,north
2021-08-21,south
2021-08-21,east
2021-08-21,west
2021-08-22,north
2021-08-22,south
2021-08-22,east
2021-08-22,west
2021-08-23,north
2021-08-23,south
2021-08-23,east
2021-08-23,west
2021-08-24,north
2021-08-24,south
2021-08-24,east
2021-08-24,west
2021-08-25,north
2021-08-25,south
2021-08-25,east
2021-08-25,west
2021-08-26,north
2021-08-26,south
2021-08-26,east
2021-08-26,west
2021-08-27,north
2021-08-27,south
2021-08-27,east
2021-08-27,west
2021-08-28,north
2021-08-28,south
2021-08-28,east
2021-08-28,west
2021-08-29,north
2021-08-29,south
2021-08-29,east
2021-08-29,west
2021-08-30,north
2021-08-30,south
2021-08-30,east
2021-08-30,west
2021-08-31,north
2021-08-31,south
2021-08-31,east
2021-08-31,west
2021-09-01,north
2021-09-01,south
2021-09-01,east
2021-09-01,west
2021-09-02,north
2021-09-02,south
2021-09-02,east
2021-09-02,west
2021-09-03,north
2021-09-03,south
2021-09-03,east
2021-09-03,west
2021-09-04,north
2021-09-04,south
2021-09-04,east
2021-09-04,west
2021-09-05,north
2021-09-05,south
2021-09-05,east
2021-09-05,west
2021-09-06,north
2021-09-06,south
2021-09-06,east
2021-09-06,west
2021-09-07,north
2021-09-07,south
2021-09-07,east
2021-09-07,west
2021-09-08,north
2021-09-08,south
2021-09-08,east
2021-09-08,west
2021-09-09,north
2021-09-09,south
2021-09-09,east
2021-09-09,west
2021-09-10,north
2021-09-10,south
2021-09-10,east
2021-09-10,west
2021-09-11,north
2021-09-11,south
2021-09-11,east
2021-09-11,west
2021-09-12,north
2021-09-12,south
2021-09-12,east
2021-09-12,west
2021-09-13,north
2021-09-13,south
2021-09-13,east
2021-09-13,west
2021-09-14,north
2021-09-14,south
2021-09-14,east
2021-09-14,west
2021-09-15,north
2021-09-15,south
2021-09-15,east
2021-09-15,west
2021-09-16,north
2021-09-16,south
2021-09-16,east
2021-09-16,west
2021-09-17,north
2021-09-17,south
2021-09-17,east
2021-09-17,west
2021-09-18,north
2021-09-18,south
2021-09-18,east
2021-09-18,west
2021-09-19,north
2021-09-19,south
2021-09-19,east
2021-09-19,west
2021-09-20,north
2021-09-20,south
2021-09-20,east
2021-09-20,west
2021-09-21,north
2021-09-21,south
2021-09-21,east
2021-09-21,west
2021-09-22,north
2021-09-22,south
2021-09-22,east
2021-09-22,west
2021-09-23,north
2021-09-23,south
2021-09-23,east
2021-09-23,west
2021-09-24,north
2021-09-24,south
2021-09-24,east
2021-09-24,west
2021-09-25,north
2021-09-25,south
2021-09-25,east
2021-09-25,west
2021-09-26,north
2021-09-26,south
2021-09-26,east
2021-09-26,west
2021-09-27,north
2021-09-27,south
2021-09-27,east
2021-09-27,west
2021-09-28,north
2021-09-28,south
2021-09-28,east
2021-09-28,west
2021-09-29,north
2021-09-29,south
2021-09-29,east
2021-09-29,west
2021-09-30,north
2021-09-30,south
2021-09-30,east
2021-09-30,west
2021-10-01,north
2021-10-01,south
2021-10-01,east
2021-10-01,west
2021-10-02,north
2021-10-02,south
2021-10-02,east
2021-10-02,west
2021-10-03,north
2021-10-03,south
2021-10-03,east
2021-10-03,west
2021-10-04,north
2021-10-04,south
2021-10-04,east
2021-10-04,west
2021-10-05,north
2021-10-05,south
2021-10-05,east
2021-10-05,west
2021-10-06,north
2021-10-06,south
2021-10-06,east
2021-10-06,west
2021-10-07,north
2021-10-07,south
2021-10-07,east
2021-10-07,west
2021-10-08,north
2021-10-08,south
2021-10-08,east
2021-10-08,west
2021-10-09,north
2021-10-09,south
2021-10-09,east
2021-10-09,west
2021-10-10,north
2021-10-10,south
2021-10-10,east
2021-10-10,west
2021-10-11,north
2021-10-11,south
2021-10-11,east
2021-10-11,west
2021-10-12,north
2021-10-12,south
2021-10-12,east
2021-10-12,west
2021-10-13,north
2021-10-13,south
2021-10-13,east
2021-10-13,west
2021-10-14,north
2021-10-14,south
2021-10-14,east
2021-10-14,west
2021-10-15,north
2021-10-15,south
2021-10-15,east
2021-10-15,west
2021-10-16,north
2021-10-16,south
2021-10-16,east
2021-10-16,west
2021-10-17,north
2021-10-17,south
2021-10-17,east
2021-10-17,west
2021-10-18,north
2021-10-18,south
2021-10-18,east
2021-10-18,west
2021-10-19,north
2021-10-19,south
2021-10-19,east
2021-10-19,west
2021-10-20,north
2021-10-20,south
2021-10-20,east
2021-10-20,west
2021-10-21,north
2021-10-21,south
2021-10-21,east
2021-10-21,west
2021-10-22,north
2021-10-22,south
2021-10-22,east
2021-10-22,west
2021-10-23,north
2021-10-23,south
2021-10-23,east
2021-10-23,west
2021-10-24,north
2021-10-24,south
2021-10-24,east
2021-10-24,west
2021-10-25,north
2021-10-25,south
2021-10-25,east
2021-10-25,west
2021-10-26,north
2021-10-26,south
2021-10-26,east
2021-10-26,west
2021-10-27,north
2021-10-27,south
2021-10-27,east
2021-10-27,west
2021-10-28,north
2021-10-28,south
2021-10-28,east
2021-10-28,west
2021-10-29,north
2021-10-29,south
2021-10-29,east
2021-10-29,west
2021-10-30,north
2021-10-30,south
2021-10-30,east
2021-10-30,west
2021-10-31,north
2021-10-31,south
2021-10-31,east
2021-10-31,west
2021-11-01,north
2021-11-01,south
2021-11-01,east
2021-11-01,west
2021-11-02,north
2021-11-02,south
2021-11-02,east
2021-11-02,west
2021-11-03,north
2021-11-03,south
2021-11-03,east
2021-11-03,west
2021-11-04,north
2021-11-04,south
2021-11-04,east
2021-11-04,west
2021-11-05,north
2021-11-05,south
2021-11-05,east
2021-11-05,west
2021-11-06,north
2021-11-06,south
2021-11-06,east
2021-11-06,west
2021-11-07,north
2021-11-07,south
2021-11-07,east
2021-11-07,west
2021-11-08,north
2021-11-08,south
2021-11-08,east
2021-11-08,west
2021-11-09,north
2021-11-09,south
2021-11-09,east
2021-11-09,west
2021-11-10,north
2021-11-10,south
2021-11-10,east
2021-11-10,west
2021-11-11,north
2021-11-11,south
2021-11-11,east
2021-11-11,west
2021-11-12,north
2021-11-12,south
2021-11-12,east
2021-11-12,west
2021-11-13,north
2021-11-13,south
2021-11-13,east
2021-11-13,west
2021-11-14,north
2021-11-14,south
2021-11-14,east
2021-11-14,west
2021-11-15,north
2021-11-15,south
2021-11-15,east
2021-11-15,west
2021-11-16,north
2021-11-16,south
2021-11-16,east
2021-11-16,west
2021-11-17,north
2021-11-17,south
2021-11-17,east
2021-11-17,west
2021-11-18,north
2021-11-18,south
2021-11-18,east
2021-11-18,west
2021-11-19,north
2021-11-19,south
2021-11-19,east
2021-11-19,west
2021-11-20,north
2021-11-20,south
2021-11-20,east
2021-11-20,west
2021-11-21,north
2021-11-21,south
2021-11-21,east
2021-11-21,west
2021-11-22,north
2021-11-22,south
2021-11-22,east
2021-11-22,west
2021-11-23,north
2021-11-23,south
2021-11-23,east
2021-11-23,west
2021-11-24,north
2021-11-24,south
2021-11-24,east
2021-11-24,west
2021-11-25,north
2021-11-25,south
2021-11-25,east
2021-11-25,west
2021-11-26,north
2021-11-26,south
2021-11-26,east
2021-11-26,west
2021-11-27,north
2021-11-27,south
2021-11-27,east
2021-11-27,west
2021-11-28,north
2021-11-28,south
2021-11-28,east
2021-11-28,west
2021-11-29,north
2021-11-29,south
2021-11-29,east
2021-11-29,west
2021-11-30,north
2021-11-30,south
2021-11-30,east
2021-11-30,west
2021-12-01,north
2021-12-01,south
2021-12-01,east
2021-12-01,west
2021-12-02,north
2021-12-02,south
2021-12-02,east
2021-12-02,west
2021-12-03,north
2021-12-03,south
2021-12-03,east
2021-12-03,west
2021-12-04,north
2021-12-04,south
2021-12-04,east
2021-12-04,west
2021-12-05,north
2021-12-05,south
2021-12-05,east
2021-12-05,west
2021-12-06,north
2021-12-06,south
2021-12-06,east
2021-12-06,west
2021-12-07,north
2021-12-07,south
2021-12-07,east
2021-12-07,west
2021-12-08,north
2021-12-08,south
2021-12-08,east
2021-12-08,west
2021-12-09,north
2021-12-09,south
2021-12-09,east
2021-12-09,west
2021-12-10,north
2021-12-10,south
2021-12-10,east
2021-12-10,west
2021-12-11,north
2021-12-11,south
2021-12-11,east
2021-12-11,west
2021-12-12,north
2021-12-12,south
2021-12-12,east
2021-12-12,west
2021-12-13,north
2021-12-13,south
2021-12-13,east
2021-12-13,west
2021-12-14,north
2021-12-14,south
2021-12-14,east
2021-12-14,west
2021-12-15,north
2021-12-15,south
2021-12-15,east
2021-12-15,west
2021-12-16,north
2021-12-16,south
2021-12-16,east
2021-12-16,west
2021-12-17,north
2021-12-17,south
2021-12-17,east
2021-12-17,west
2021-12-18,north
2021-12-18,south
2021-12-18,east
2021-12-18,west
2021-12-19,north
2021-12-19,south
2021-12-19,east
2021-12-19,west
2021-12-20,north
2021-12-20,south
2021-12-20,east
2021-12-20,west
2021-12-21,north
2021-12-21,south
2021-12-21,east
2021-12-21,west
2021-12-22,north
2021-12-22,south
2021-12-22,east
2021-12-22,west
2021-12-23,north
2021-12-23,south
2021-12-23,east
2021-12-23,west
2021-12-24,north
2021-12-24,south
2021-12-24,east
2021-12-24,west
2021-12-25,north
2021-12-25,south
2021-12-25,east
2021-12-25,west
2021-12-26,north
2021-12-26,south
2021-12-26,east
2021-12-26,west
2021-12-27,north
2021-12-27,south
2021-12-27,east
2021-12-27,west
2021-12-28,north
2021-12-28,south
2021-12-28,east
2021-12-28,west
2021-12-29,north
2021-12-29,south
2021-12-29,east
2021-12-29,west
2021-12-30,north
2021-12-30,south
2021-12-30,east
2021-12-30,west
2021-12-31,north
2021-12-31,south
2021-12-31,east
2021-12-31,west
2022-01-01,north
2022-01-01,south
2022-01-01,east
2022-01-01,west
2022-01-02,north
2022-01-02,south
2022-01-02,east
2022-01-02,west
2022-01-03,north
2022-01-03,south
2022-01-03,east
2022-01-03,west
2022-01-04,north
2022-01-04,south
2022-01-04,east
2022-01-04,west
2022-01-05,north
2022-01-05,south
2022-01-05,east
2022-01-05,west
2022-01-06,north
2022-01-06,south
2022-01-06,east
2022-01-06,west
2022-01-07,north
2022-01-07,south
2022-01-07,east
2022-01-07,west
2022-01-08,north
2022-01-08,south
2022-01-08,east
2022-01-08,west
2022-01-09,north
2022-01-09,south
2022-01-09,east
2022-01-09,west
2022-01-10,north
2022-01-10,south
2022-01-10,east
2022-01-10,west
2022-01-11,north
2022-01-11,south
2022-01-11,east
2022-01-11,west
2022-01-12,north
2022-01-12,south
2022-01-12,east
2022-01-12,west
2022-01-13,north
2022-01-13,south
2022-01-13,east
2022-01-13,west
2022-01-14,north
2022-01-14,south
2022-01-14,east
2022-01-14,west
2022-01-15,north
2022-01-15,south
2022-01-15,east
2022-01-15,west
2022-01-16,north
2022-01-16,south
2022-01-16,east
2022-01-16,west
2022-01-17,north
2022-01-17,south
2022-01-17,east
2022-01-17,west
2022-01-18,north
2022-01-18,south
2022-01-18,east
2022-01-18,west
2022-01-19,north
2022-01-19,south
2022-01-19,east
2022-01-19,west
2022-01-20,north
2022-01-20,south
2022-01-20,east
2022-01-20,west
2022-01-21,north
2022-01-21,south
2022-01-21,east
2022-01-21,west
2022-01-22,north
2022-01-22,south
2022-01-22,east
2022-01-22,west
2022-01-23,north
2022-01-23,south
2022-01-23,east
2022-01-23,west
2022-01-24,north
2022-01-24,south
2022-01-24,east
2022-01-24,west
2022-01-25,north
2022-01-25,south
2022-01-25,east
2022-01-25,west
2022-01-26,north
2022-01-26,south
2022-01-26,east
2022-01-26,west
2022-01-27,north
2022-01-27,south
2022-01-27,east
2022-01-27,west
2022-01-28,north
2022-01-28,south
2022-01-28,east
2022-01-28,west
2022-01-29,north
2022-01-29,south
2022-01-29,east
2022-01-29,west
2022-01-30,north
2022-01-30,south
2022-01-30,east
2022-01-30,west
2022-01-31,north
2022-01-31,south
2022-01-31,east
2022-01-31,west
2022-02-01,north
2022-02-01,south
2022-02-01,east
2022-02-01,west
2022-02-02,north
2022-02-02,south
2022-02-02,east
2022-02-02,west
2022-02-03,north
2022-02-03,south
2022-02-03,east
2022-02-03,west
2022-02-04,north
2022-02-04,south
2022-02-04,east
2022-02-04,west
2022-02-05,north
2022-02-05,south
2022-02-05,east
2022-02-05,west
2022-02-06,north
2022-02-06,south
2022-02-06,east
2022-02-06,west
2022-02-07,north
2022-02-07,south
2022-02-07,east
2022-02-07,west
2022-02-08,north
2022-02-08,south
2022-02-08,east
2022-02-08,west
2022-02-09,north
2022-02-09,south
2022-02-09,east
2022-02-09,west
2022-02-10,north
2022-02-10,south
2022-02-10,east
2022-02-10,west
2022-02-11,north
2022-02-11,south
2022-02-11,east
2022-02-11,west
2022-02-12,north
2022-02-12,south
2022-02-12,east
2022-02-12,west
2022-02-13,north
2022-02-13,south
2022-02-13,east
2022-02-13,west
2022-02-14,north
2022-02-14,south
2022-02-14,east
2022-02-14,west
